編號,時間,貼文,標籤,標註,打卡地點,留言數,愛心數,標籤數,標註數,圖片數,貼文網址,圖片網址
2376941688764418241,2020-08-16 18:25:51,"我們之前一起到韓國都沒吃過站著吃
妹妹說很想試試～
所以就來信義區吃
為了不排隊 我們晚餐時間剛開門就來了
哈哈哈！真的是很有行動力的兩個人🤣
牛腰窩超超超讚👍冷了居然也好吃
伊比利豬算是韓國烤肉必點
但吃到最後比較膩⋯
搭配每朝双纖超解膩的
每朝双纖 @everymorningic 
很順口 很清爽
還有淡淡的茶香
吃比較油膩的燒肉、熱炒、鍋物都很需要它來幫忙去油膩！ 

#每朝 #每朝双纖 #每朝健康 #喝茶解膩 #去油解膩 #油膩美食最佳搭配 #要乖乖喝喔 #partipost","每朝
每朝双纖
每朝健康
喝茶解膩
去油解膩
油膩美食最佳搭配
要乖乖喝喔
partipost",everymorningic,,17,2081,8,1,5,https://www.instagram.com/p/CD8l99SnsjB/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117722700_677674662825028_9175989846466167026_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=D_Z82iKxbG4AX80sIFP&oh=eccec11da4c13aa3a834f8a03619047b&oe=5F7F7DFE', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117472884_2636353186693751_3754518784984218657_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=LHm15G9H5BsAX9Ce7C-&oh=66ba5d12bda83215e4c3eac827dbb549&oe=5F7F53B9', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117748920_121764479368653_1945215665543845548_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=hrciBkrcKcgAX-uqIu5&oh=f85b19e5610a9abe27e3693e5b420e01&oe=5F7F39F0', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117633414_182969403201306_771124572211782556_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=CKj8VpIVozEAX_d-Rop&oh=8f87d0535048cfe36ed694366ec129df&oe=5F80AA91', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117692755_912942289189036_6711512839656431576_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jNe3Js7d4fIAX-ZQusM&oh=d156fdb12491bcfb6eb17bc1e31e8080&oe=5F7EBFE2']"
2369748798158038054,2020-08-06 20:14:52,放假的時候～ 只要有機會 或是有揪到人 我都很愛從事戶外活動 但這個又熱又悶的天氣 真的是會讓我們無形中流失很多水分 到便利商店吹冷氣就會順便買FIN來喝  FIN 在今年夏天做了可愛的IG遊戲濾鏡 一打開來玩我就發現蘊藏在我體內的好勝基因蠢蠢欲動 簡單的跑酷遊戲玩了再玩 想要達高分哈哈哈 大家可以到 @heysong_fin2002 官方IG主頁中找這款IG遊戲濾鏡 下載來PK啊～ 不排斥你們玩了之後截圖來跟我比啦🤣 啊如果你們截圖之後 記得在8/14之前把體驗「FIN生活就像一場運動」IG濾鏡的遊戲截圖 到黑松FIN粉絲團指定貼文下方的留言串蓋大樓 就有機會抽好禮歐！！！  #生活就像一場運動#喝水不夠喝FIN就好#黑松FIN ﻿,生活就像一場運動#喝水不夠喝FIN就好#黑松FIN,heysong_fin2002,,17,1805,1,1,7,https://www.instagram.com/p/CDjCfn5HmQm/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116790139_992155704563537_6515890210834734046_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=DgwNEnp3WNYAX8jdv7g&oh=6e5303ae33f02b68b2d3482a77efe434&oe=5F7FB943', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117127156_981556642317671_2128112669433323379_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=wIRvrjfUSYMAX9fdtpE&oh=fe2d441dca62459da59af3c5d2d13689&oe=5F806A44', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117203370_150738823336049_7352382147913441722_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=yCD_QrbVmZMAX9mWWW0&oh=1f3f3a685607087c93858b8b1645a332&oe=5F7DD6CC', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117224751_313177596590262_3917617949429268471_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=hO8JIsx8LecAX-ke-To&oh=a6a1bc012102528a118d1de45237ca0c&oe=5F7F0373', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117120816_184467359715098_8583530039887384535_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=GlJsX0Afh3EAX8VfcFG&oh=0eec69a18bbcd7c816abcd07bb161bb9&oe=5F7ED383', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116870541_3158365974278269_7571896472956287770_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=R8vNgXZzn8YAX_OlHBo&oh=85809e392d3736174932981a5a882b6d&oe=5F815797', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/117256201_298025601286957_3408528213356446393_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=0AYzEt-m3SAAX-qS9X2&oh=c3326416e590f445d6d4ba9df743c349&oe=5F80A137']"
2366781764285713950,2020-08-02 17:59:54,"滿心期待的參加
卻不是你中選
#像極了愛情

中獎名單出爐啦！
@hsiang_617 
@zkl__202 
@hank__0709 
讚讚讚👍
來私訊我歐！

夏天都要勤著作臉部保養
這次 #除斑緊緻雷射 讓雀斑淡很多！
在 @yachiyo_circle 作的💓

#抽獎 #破3萬 #謝謝你悶 #千代圈圈 #東方八千代","像極了愛情
除斑緊緻雷射
抽獎
破3萬
謝謝你悶
千代圈圈
東方八千代","hsiang_617
zkl__202
hank__0709
yachiyo_circle",東方八千代診所,16,1612,7,4,3,https://www.instagram.com/p/CDYf3mRH04e/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116432038_1176898026002752_3986415943832347379_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=xtVTy2H2vzIAX9FrBMC&oh=4168309a72538864d2e38d61fe9d7e5a&oe=5F7E65CD', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116467899_596489857732304_6902717985839948357_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Rg89FNTYivkAX-nBNKw&oh=84dfd9b91f7318ee98838a3441e41aa8&oe=5F7DC8A5', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/116871479_152264526519460_3416620752950000842_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=XbajZ89N-EIAX9c76Yg&oh=b46088931eb87c662c7d1b10edf033cb&oe=5F581468']"
2363882844391983299,2020-07-29 18:00:16,"有人發現我抽獎文那張是穿著吊帶褲嗎？ 😜
吊帶褲好神奇
穿上立刻減齡欸哈哈哈
好喜歡這樣小男孩感的穿搭啊！
有種不同的可愛～
收到 @vxctw.co 代購的這件 @carharttwip_tw 工裝吊帶褲時超驚艷🤩
它的褲管是寬褲造型
裡面搭個寬大的T shirt 就有股很韓的感覺
然後褲長很夠 才可以有隨性的fu

我很多美國精品都是跟 @vxctw.co 買的～ 
她的開價非常可愛
跟在美國現場買我覺得沒有差太多
現在不能出國 
想買美國東西可找她💓",,"vxctw.co
carharttwip_tw
vxctw.co",,27,1867,0,3,4,https://www.instagram.com/p/CDOMuwun8jD/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/115987652_1191243217921591_1806182971189304332_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=pmvUGXWOqRwAX9l0x6U&oh=55ca4c8ffbe521ecc3152a0eab899fd9&oe=5F7FFBBC', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116102725_157504955934719_8665790575631407158_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=QyebxqqYPoMAX9rMsM3&oh=d045389c2d552495d5694d178c7866a0&oe=5F7DCC54', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116132200_656853498252402_3152578493773608723_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=IeyNBpsZsdEAX9CI76q&oh=0a7563d804ca6478521e25bcabe6d13e&oe=5F7F002F', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/116041505_1174490766261460_7290036432847223590_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=NlT5y3cVACwAX9DIRyi&oh=4f68c62128c01e88d812e52e5b295c28&oe=5F812A51']"
2360322595449916705,2020-07-24 20:06:41,"✨破3萬歡呼抽獎✨
很感謝一直陪著我支持我的你們
而且也很開心有更多新朋友認識我
（有夠官方哈哈哈）
總之開心啦🥳
慶祝一波～拿出私物來抽獎
🌟一獎：犀牛盾MOD 黑框+黑色大理石背板（iPhone X/XS）
之前手滑按到*2 
所以這個殼會是依依同款歐 哈哈哈
🌟二獎：Plantronics 運動藍牙耳機
🌟三獎：手機掛勾支架
很抱歉3獎突然變一個很小獎⋯
但因為我想湊個3
又想拿全新的東西給大家
所有選擇就比較少了😛請見諒哈
✨抽獎方式✨
1. 有發摟我
2. 隨便留言 句末加上”🙌”讓我知道你想抽
一人就一次抽獎機會 重複留言不算喔
希望大家都可以輕鬆參加🥰
小提醒～我手機型號是iPhone X/XS 適用
所以大家要自己斟酌嘍！
歡迎跟我型號一樣的來抽
8/1 抽獎公布🎉

最後再謝大家一次啦～以後繼續努力啦！
會有更加活絡的一天到來的🤣",,,,205,1412,0,0,4,https://www.instagram.com/p/CDBjOUhHs0h/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/115860135_174012634131373_8017703373804873042_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=MisS13yzD4YAX-kAgHk&oh=59775119654f15785f5bf11b8e65ea9e&oe=5F7F3CD4', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109562962_596364700882808_1917503653848461968_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Oe_T5C7NW0MAX9px86P&oh=79fbe4010ac1613cd6d73ff484626331&oe=5F7F1B15', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/110328792_612782509347991_6791022943663440711_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=w710CT-RTGUAX_HCnyC&oh=84043154733a2c1a074cc0d20de46277&oe=5F806B83', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/113585372_683101055627042_7905363344983700588_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=etgVsyRq5S8AX_4gO5N&oh=a7e2479e61297343786278e81528510e&oe=5F7F8144']"
2358873473257700384,2020-07-22 20:07:32,"白閃閃的牙齒✨
笑起來更有自信一點
來個 #依學小教室
其實我很久以前有自己用過藥妝店可買到的牙齒居家美白
然後把自己牙齦用發炎了😅
主要是因為這種化學性美白的藥劑其實對於牙肉是非常刺激
所以在美白之前最好要塗隔離的藥劑

所以我覺得美白一定是要找牙醫師不然就可以來 @attraction.dr 
這邊把所有東西都準備齊全了
而且在照光的時候和美白完都完全沒有痛感
我問了一下得知他們的藥劑原來是比較溫和的～
#冷光美白 #牙齒美白 #夏天哪裡都想美白 #頭髮長度也差太多","依學小教室
冷光美白
牙齒美白
夏天哪裡都想美白
頭髮長度也差太多",attraction.dr,ATTRACTION DR.,36,1744,5,1,3,https://www.instagram.com/p/CC8Zu0Tnfwg/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/115765580_603984823884261_6497442966501545319_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=59UwhhRAZxoAX9ho9Qs&oh=25a7d87b53fe9c2ed8c2e4286442dbde&oe=5F7F929E', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/110328575_575212773173886_794221885709721017_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=NvjRDaqXhUAAX-EzPyE&oh=5521140bfb6bb2890e3e3ac5c8858d22&oe=5F7F3813', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/115913505_2678053545787310_6173496042166756083_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=wxd_I1uwe6oAX82PPP6&oh=f4ba693dc123cd45ed4dcb289331a291&oe=5F7E6413']"
2357410554011611152,2020-07-20 19:40:59,"#清水斷崖 last post
花蓮往北開的第一個拍照點可以看到最廣的view
這邊的海水也有和白色調和
因為大理石溶解進海水的關係
所以看起來會有點藍綠色
真的很漂亮💓
預約不到 #牛奶湖 沒關係
來清水斷崖也超棒👍
#花蓮景點 #花蓮小旅行","清水斷崖
牛奶湖
花蓮景點
花蓮小旅行",,清水断崖,7,1342,4,0,3,https://www.instagram.com/p/CC3NGilnnAQ/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109535414_3167850306591133_3039539871782191175_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KjOWTso6gBwAX-phR9C&oh=61203a94d7619ee75a66fa2de12c6091&oe=5F7DE2B3', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109204228_1021316631625596_8265524041087252924_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=tEYp1te0F7MAX9edMCt&oh=c9c21df9827ba8838b3d9edae09c78c3&oe=5F80A06C', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109777126_2546288988807872_7586659509087032050_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=28-KpsDneaMAX_C2FG0&oh=27bc56174626aacdb948f2e7f99b136c&oe=5F81296D']"
2356725112379512674,2020-07-19 20:59:08,"Sisters💓👯‍♀️✨
Thx for having you @_ireneyu_ 🥰

覺得除了安全 過程有趣之外
教練會不會拍照也是超重要的🤣
#好野人 教練帶著一台大砲到海上
真D猛
那要很穩不能翻船欸！
而且還不間斷的幫我們大家紀錄每個moment 👍
把我們的好感情都拍下來了🥰
#花蓮清水斷崖 #花蓮清水斷崖sup #花蓮大海洋 #清水斷崖 #卜派團","好野人
花蓮清水斷崖
花蓮清水斷崖sup
花蓮大海洋
清水斷崖
卜派團",_ireneyu_,清水斷崖,17,2343,6,1,5,https://www.instagram.com/p/CC0xQDUn5di/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/110218214_112465877063330_8324993440364372495_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=u3Jv0TjdrsQAX9qxs6v&oh=69de525f94b345192d4d0a08df05ece3&oe=5F807A1D', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/108963110_160950072220371_7674896714083659556_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=odke3K3Qq1QAX-PugR1&oh=238f2246d3ed848774a74957204a54a0&oe=5F7F5ABF', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109706615_2655705841414628_7448730373556229940_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=R6gKejvfStoAX80UgtD&oh=52f7227b75b0d3853e8c54e8b22dc7c1&oe=5F80C7F0', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/111604946_590341248573695_3950766570800823425_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=hEi42uL2j5kAX_0e0sO&oh=b9eb54c0d0ab6dc770bc92fee198151f&oe=5F815300', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109031895_725300654962648_1950137088418188748_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=L1oAK8bSxewAX-tnWar&oh=569b51de110cb07f4ee7c6c4316a14ad&oe=5F7F4197']"
2356105624567065372,2020-07-19 00:28:19,"噢買尬 SUP真的好好玩喔🤩👍
平常有在練大腿有差捏
成功站起來而且也比較會平衡
我戴著登山帽看起來有沒有很專業哈哈哈
而且一開始皮膚還很白
到最後皮膚明顯黑掉🤣（最後一張）
看起來專業度upup

謝謝 @moana_inthewood 介紹 #好野人 給我
真的好好玩💓
非常喜歡非常推薦👍

出發前去第二次 #私密處除毛 
這次麻藥敷比較久之後
痛感減少超多的
夏天有除毛真的有差！
在這做 @yachiyo_circle 
#花蓮清水斷崖 #花蓮清水斷崖sup #花蓮sup #花蓮海上活動 #千代圈圈 #東方八千代","好野人
私密處除毛
花蓮清水斷崖
花蓮清水斷崖sup
花蓮sup
花蓮海上活動
千代圈圈
東方八千代","moana_inthewood
yachiyo_circle",八千代醫美集團/千代圈圈,17,2767,8,2,4,https://www.instagram.com/p/CCykZUVnqsc/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109033329_1159983404359889_8140137654462622669_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=NtaAOsQosIwAX-xpYg-&oh=e96a50a0b0869afabb7dbe846638ada5&oe=5F7F7D0D', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109711443_161364232111379_4222858757980653921_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=BNVQnfy2exUAX-Y4Lk8&oh=8ec049feda18a9db998c48d3d77dd528&oe=5F81102B', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109349437_1517001725136211_7777448050985156042_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=zwDa-WML5q0AX8NK2sn&oh=36be99e40093ce431dc8db6c51ffe5ae&oe=5F7F6260', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109544072_119241509589611_3349960872543501259_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=IUwNXdIhG78AX-fO6ff&oh=e8f4bf18298aad18880ea7bdd3013178&oe=5F8195CA']"
2355338331075444647,2020-07-17 23:03:50,"大家試過Subway最新的✨鮮蝦饗宴✨系列了嗎？﻿
我本身是Subway粉﻿
蝦蝦系列6月一推出後﻿
我就已經買過2-3次來吃了！﻿
最喜歡🥑酪梨鮮蝦堡🦐﻿
夏天吃真的非常的清爽﻿
而且加酪梨泥會更有飽足感﻿
還能補充好的油脂（突然變營養課！？哈）﻿
酪梨鮮蝦堡6吋$150 12吋$263﻿
我自己喜歡搭的套餐是升級飲料+餅乾﻿
 ﻿
我喜歡Subway是因為它可以自己選裡面搭配的蔬菜﻿
像我不愛青椒但喜歡加一堆洋蔥﻿
同一種堡搭配不同醬又會有不同風味﻿
真的讚👍﻿
不知道大家吃Subway會不會跟我一樣有特殊的點餐SOP勒🤣？﻿
 ﻿
#SubwayTaiwan  #美味時刻任我享樂  #feelgoodtastegood #SummerOfSubway﻿
#SpoilYourSenses #鮮蝦饗宴","SubwayTaiwan
美味時刻任我享樂
feelgoodtastegood
SummerOfSubway﻿
SpoilYourSenses
鮮蝦饗宴",,,24,1853,6,0,4,https://www.instagram.com/p/CCv17ulnP-n/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109216354_162422002060052_5399539229969951921_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ziQhB7VzfdYAX9r4PMX&oh=eb0695c202fcaab0b6bc99a7169a9033&oe=5F7E25D2', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/110116125_1654280554737049_3615598209914968655_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=BSoEHU3sIJUAX8qQyie&oh=93014fa644e6fa4f165b78e31d0cbece&oe=5F7EA05A', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/108175925_104516401279252_7018253178769059582_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=BeAWfKV-I2AAX_YQu0j&oh=f611e37852a1c7085a1fbfa31ac21473&oe=5F7DD364', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/108173350_305824737231402_529415211533581828_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=tXp0Jyeu47MAX8iu2BH&oh=852da6ad16c025cbf745b1f53692c928&oe=5F8073D5']"
2355257480136497940,2020-07-17 20:23:12,"我的髮🥳
變成中長髮以後感覺特別適合夏天☀️
看著看著是不是滿順眼的啊～
趁機會也把布丁染了一下
就染髮根而已
謝謝 @nicohair_nico 顏色接的超好
跟染整頭一樣🤣
然後我要來買那種三管電棒了啦！
自己每天來弄的跟 momo一樣 哈哈
弄頭髮💇🏻‍♀️找 @multa_hair",,"nicohair_nico
multa_hair",MULTA hair,55,4041,0,2,4,https://www.instagram.com/p/CCvjjMSHhsU/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/110255409_328297525001851_5455296333359113916_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=cpF9iv2CPtIAX8JYj8O&oh=2f6eccb9144d3e11a5853ae487ecd3d9&oe=5F7F528F', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109690461_207482183924821_4133364648091127840_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dj1Zk7WSn44AX_VLWpf&oh=dfecd5ff3f4a6993961482b45f3a5ecc&oe=5F7EA8A3', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/109863473_291185825450015_2126025862319476232_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ZCL7P5E7X40AX9Motek&oh=229c4f4a8e77c1da8c70fc09cb5b384f&oe=5F7FDC5F', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/110355050_3232981333389240_5649048856135987104_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=zhk3ZjHXj8UAX_3Yn6j&oh=25582a493ea3cbd30ebf044d0141af1e&oe=5F581FE3']"
2354497318496776958,2020-07-16 19:12:54,"今天眉毛去補色
她們說我是第一個抽獎去領的🤣
整個行動派欸我～
給大家看看剛 #霧雕眉 結束的樣子
4不4超自然 幾乎沒有過渡期啦～
眉型也非常棒💓眉毛上看起來濕濕的是因為擦了藥膏
我又有眉毛了✌️
每天可以多睡5分鐘🤪
謝謝 @sansan_333333 子珊很有耐心跟我溝通眉型和顏色
真心推推 @beautylife_4666619 
價錢合理 眉型設計專業 之後補色價錢也超佛心
只是真的太紅補色比較難約
但第一次是很好約的噢！
趁暑假霧一波 開學就輕鬆
無業配純推薦
#霧眉 #素顏眉","霧雕眉
霧眉
素顏眉","sansan_333333
beautylife_4666619",,23,2189,3,2,1,https://www.instagram.com/p/CCs2tYlnDL-/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/107893875_275840037017717_4592193989889653756_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=M8XURHfqtjIAX_vho6J&oh=d11ed7501dc0c302abda5cd1d28aa269&oe=5F8070D5
